 "ETL_DATE","BR_CODE","BR_NAME","REGION_CODE","REGION_NAME"
20180329,FP-CN-KGG020000,Phòng D?ch v? khách hàng,,
20180329,BO-CN-TTKDHKM04,Phòng V?n hành,,
20180329,BO-CN-TTKDTAN05,Phòng V?n hành,,
20180329,BO-DT010000,Phòng H? tr? và Qu?n lý Kinh doanh (BSU),,
20180329,BO-HO-BKS010400,Phòng Giám sát Tuân th? T? xa,,
20180329,BO-HO-CL000000,Kh?i Chi?n lu?c,,
20180329,BO-HO-HRBPHO,Phòng Ð?i tác Nhân s? H?i s?,,
20180329,BO-HO-KCN110000,Phòng Qu?n lý Bán hàng và Phân tích Kinh doanh,,
20180329,BO-HO-KCN180000,Trung tâm Khách hàng Cao c?p Mi?n B?c,,
20180329,BO-HO-KDN090000,Phòng S?n ph?m Tín d?ng,,
20180329,BO-HO-NNL000000,Kh?i Qu?n tr? Ngu?n nhân l?c,,
20180329,HPG050100,B? ph?n Hành chính Qu?n tr?,,
20180329,LSLevel4Code,Level4VN,,
20180329,BO-HO-PC090000,Phòng X? lý n? mi?n Nam,,
20180329,CNT12000,Phòng H? tr? ?ng d?ng,,
20180329,CT0050100,B? ph?n Hành chính Qu?n tr?,,
20180329,FO-CN-AGG040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-BCT030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-BDI030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-BNH03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-CTG030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-DAN03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-DDO030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-DNG040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-DOT020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-HBT020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-HGM020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-HMI020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-HNI020000,Phòng D?ch v? Khách hàng,,
20180329,TCH050100,Phòng K? toán T?ng h?p và CSKT,,
20180329,VHH170100,Phòng Phát hành,,
